text_id,token,lexicon_value,neg_score,neu_score,pos_score,token_compound
8,kecewa,-3.0,1.0,0.0,0.0,-0.6124
8,bagi,0.0,0.0,1.0,0.0,0.0
8,saya,0.0,0.0,1.0,0.0,0.0
8,kurang,-2.0,1.0,0.0,0.0,-0.4588
8,dukung,3.0,0.0,0.0,1.0,0.6124
8,bagi,0.0,0.0,1.0,0.0,0.0
8,guna,0.0,0.0,1.0,0.0,0.0
9,untuk,0.0,0.0,1.0,0.0,0.0
9,performa,0.0,0.0,1.0,0.0,0.0
9,bagus,4.0,0.0,0.0,1.0,0.7184
9,tapi,0.0,0.0,1.0,0.0,0.0
9,guna,0.0,0.0,1.0,0.0,0.0
9,apa,0.0,0.0,1.0,0.0,0.0
9,kalau,0.0,0.0,1.0,0.0,0.0
9,isi,0.0,0.0,1.0,0.0,0.0
9,banyak,0.0,0.0,1.0,0.0,0.0
9,akun,0.0,0.0,1.0,0.0,0.0
9,fake,-2.1,1.0,0.0,0.0,-0.4767
9,semua,0.0,0.0,1.0,0.0,0.0
9,yang,0.0,0.0,1.0,0.0,0.0
9,foto,0.0,0.0,1.0,0.0,0.0
9,tebar,0.0,0.0,1.0,0.0,0.0
9,pesona,4.0,0.0,0.0,1.0,0.7184
9,hanya,0.0,0.0,1.0,0.0,0.0
9,untuk,0.0,0.0,1.0,0.0,0.0
9,tarik,0.0,0.0,1.0,0.0,0.0
9,perhati,0.0,0.0,1.0,0.0,0.0
9,agar,0.0,0.0,1.0,0.0,0.0
9,di,0.0,0.0,1.0,0.0,0.0
9,follow,0.0,0.0,1.0,0.0,0.0
9,akun,0.0,0.0,1.0,0.0,0.0
9,nya,0.0,0.0,1.0,0.0,0.0
9,lai,0.0,0.0,1.0,0.0,0.0
9,instagram,0.0,0.0,1.0,0.0,0.0
9,pun,0.0,0.0,1.0,0.0,0.0
9,juga,0.0,0.0,1.0,0.0,0.0
9,sama,0.0,0.0,1.0,0.0,0.0
9,sampai,0.0,0.0,1.0,0.0,0.0
9,kapan,0.0,0.0,1.0,0.0,0.0
9,sosmed,0.0,0.0,1.0,0.0,0.0
9,lampias,0.0,0.0,1.0,0.0,0.0
9,tipu,-4.0,1.0,0.0,0.0,-0.7184
9,di,0.0,0.0,1.0,0.0,0.0
9,baik,4.0,0.0,0.0,1.0,0.7184
9,dengan,0.0,0.0,1.0,0.0,0.0
9,benar,4.0,0.0,0.0,1.0,0.7184
10,app,0.0,0.0,1.0,0.0,0.0
10,nya,0.0,0.0,1.0,0.0,0.0
10,update,0.0,0.0,1.0,0.0,0.0
10,otomatis,0.0,0.0,1.0,0.0,0.0
10,tiap,0.0,0.0,1.0,0.0,0.0
10,update,0.0,0.0,1.0,0.0,0.0
10,balas,0.0,0.0,1.0,0.0,0.0
10,komentar,0.0,0.0,1.0,0.0,0.0
10,tidak,0.0,0.0,1.0,0.0,0.0
10,muncul,0.0,0.0,1.0,0.0,0.0
10,bikin,0.0,0.0,1.0,0.0,0.0
10,kesel,0.0,0.0,1.0,0.0,0.0
10,saja,0.0,0.0,1.0,0.0,0.0
10,jadi,0.0,0.0,1.0,0.0,0.0
10,tidak,0.0,0.0,1.0,0.0,0.0
10,dapat,0.0,0.0,1.0,0.0,0.0
10,lihat,0.0,0.0,1.0,0.0,0.0
10,balas,0.0,0.0,1.0,0.0,0.0
10,komentar,0.0,0.0,1.0,0.0,0.0
10,kita,0.0,0.0,1.0,0.0,0.0
10,harus,0.0,0.0,1.0,0.0,0.0
10,hpus,0.0,0.0,1.0,0.0,0.0
10,data,0.0,0.0,1.0,0.0,0.0
10,lagi,0.0,0.0,1.0,0.0,0.0
10,dan,0.0,0.0,1.0,0.0,0.0
10,login,0.0,0.0,1.0,0.0,0.0
10,ulang,0.0,0.0,1.0,0.0,0.0
10,begitu,0.0,0.0,1.0,0.0,0.0
10,saja,0.0,0.0,1.0,0.0,0.0
10,terus,0.0,0.0,1.0,0.0,0.0
10,asal,0.0,0.0,1.0,0.0,0.0
10,mau,0.0,0.0,1.0,0.0,0.0
10,lihat,0.0,0.0,1.0,0.0,0.0
10,balas,0.0,0.0,1.0,0.0,0.0
10,koment,0.0,0.0,1.0,0.0,0.0
10,harus,0.0,0.0,1.0,0.0,0.0
10,hpus,0.0,0.0,1.0,0.0,0.0
10,data,0.0,0.0,1.0,0.0,0.0
10,dulu,0.0,0.0,1.0,0.0,0.0
10,jadi,0.0,0.0,1.0,0.0,0.0
10,tidak,0.0,0.0,1.0,0.0,0.0
10,nyaman,4.0,0.0,0.0,1.0,0.7184
10,pakai,0.0,0.0,1.0,0.0,0.0
10,app,0.0,0.0,1.0,0.0,0.0
10,ini,0.0,0.0,1.0,0.0,0.0
11,baru,0.0,0.0,1.0,0.0,0.0
11,tahun,0.0,0.0,1.0,0.0,0.0
11,threads,0.0,0.0,1.0,0.0,0.0
11,muncul,0.0,0.0,1.0,0.0,0.0
11,sudah,0.0,0.0,1.0,0.0,0.0
11,banyak,0.0,0.0,1.0,0.0,0.0
11,guna,0.0,0.0,1.0,0.0,0.0
11,aplikasi,0.0,0.0,1.0,0.0,0.0
11,belum,0.0,0.0,1.0,0.0,0.0
11,banyak,0.0,0.0,1.0,0.0,0.0
11,iklan,0.0,0.0,1.0,0.0,0.0
11,mungkin,0.0,0.0,1.0,0.0,0.0
11,nanti,0.0,0.0,1.0,0.0,0.0
11,beda,0.0,0.0,1.0,0.0,0.0
11,lagi,0.0,0.0,1.0,0.0,0.0
12,bug,0.0,0.0,1.0,0.0,0.0
